movie_title,imdb_score,title_year
Kill the Messenger ,7.0,2014.0
Rabbit Hole ,7.0,2010.0
Party Monster ,6.3,2003.0
Green Room ,7.1,2015.0
The Oh in Ohio ,5.6,2006.0
Atlas Shrugged: Who Is John Galt? ,4.4,2014.0
Bottle Rocket ,7.1,1996.0
Albino Alligator ,6.1,1996.0
"Gandhi, My Father ",7.4,2007.0
Standard Operating Procedure ,7.5,2008.0
Out of the Blue ,7.2,1980.0
Tucker and Dale vs Evil ,7.6,2010.0
"Lovely, Still ",7.3,2008.0
Tycoon ,6.2,1947.0
Desert Blue ,6.2,1998.0
Decoys ,4.6,2004.0
The Visit ,6.2,2015.0
Redacted ,6.2,2007.0
Fascination ,3.3,2004.0
Saving Grace             ,7.5,
Area 51 ,4.2,2015.0
Sleep Tight ,7.2,2011.0
The Cottage ,6.2,2008.0
Dead Like Me: Life After Death ,6.1,2009.0
Farce of the Penguins ,4.2,2006.0
Flying By ,4.5,2009.0
Psych             ,8.4,
Rudderless ,7.5,2014.0
Henry & Me ,6.7,2014.0
Christmas Eve ,5.1,2015.0
We Have Your Husband ,5.5,2011.0
Dying of the Light ,4.4,2014.0
Born of War ,4.4,2014.0
Capricorn One ,6.8,1977.0
Should've Been Romeo ,6.7,2012.0
Running Forever ,8.6,2015.0
Yoga Hosers ,4.8,2016.0
Navy Seals vs. Zombies ,3.4,2015.0
I Served the King of England ,7.4,2006.0
Soul Kitchen ,7.3,2009.0
Sling Blade ,8.0,1996.0
The Awakening ,6.5,2011.0
Hostel ,5.9,2005.0
Tristram Shandy: A Cock and Bull Story ,6.8,2005.0
Take Shelter ,7.4,2011.0
Lady in White ,6.7,1988.0
Driving Lessons ,6.8,2006.0
Let's Kill Ward's Wife ,5.4,2014.0
The Texas Chainsaw Massacre 2 ,5.5,1986.0
Pat Garrett & Billy the Kid ,7.4,1973.0
Only God Forgives ,5.7,2013.0
Camping sauvage ,5.4,2005.0
Without Men ,3.2,2011.0
Barfi ,7.1,2013.0
Dear Frankie ,7.8,2004.0
All Hat ,5.3,2007.0
The Names of Love ,7.2,2010.0
Treading Water ,6.2,2013.0
Savage Grace ,5.9,2007.0
Out of the Blue ,7.3,2006.0
Police Academy ,6.7,1984.0
The Blue Lagoon ,5.7,1980.0
Four Weddings and a Funeral ,7.1,1994.0
Fast Times at Ridgemont High ,7.2,1982.0
Moby Dick ,7.4,1956.0
25th Hour ,7.7,2002.0
Secrets and Lies             ,7.7,
Bound ,7.4,1996.0
Requiem for a Dream ,8.4,2000.0
State Fair ,7.1,1945.0
Tango ,7.2,1998.0
Salvador ,7.5,1986.0
Moms' Night Out ,5.4,2014.0
Donnie Darko ,8.1,2001.0
Saving Private Perez ,6.0,2011.0
Character ,7.8,1997.0
Spun ,6.8,2002.0
Life During Wartime ,6.5,2009.0
Lady Vengeance ,7.7,2005.0
Mozart's Sister ,6.4,2010.0
Mean Machine ,6.5,2001.0
Exiled ,7.3,2006.0
Blackthorn ,6.6,2011.0
Lilya 4-Ever ,7.9,2002.0
After.Life ,5.9,2009.0
Fugly ,4.7,2014.0
One Flew Over the Cuckoo's Nest ,8.7,1975.0
R.L. Stine's Monsterville: The Cabinet of Souls ,5.9,2015.0
Silent Movie ,6.7,1976.0
Airlift ,8.5,2016.0
Anne of Green Gables             ,8.4,
Falcon Rising ,5.8,2014.0
The Sweeney ,6.1,2012.0
Sexy Beast ,7.3,2000.0
Easy Money ,6.7,2010.0
Whale Rider ,7.6,2002.0
Paa ,7.2,2009.0
Cargo ,6.2,2009.0
Pan ,5.8,2015.0
High School Musical ,5.2,2006.0
Animal Kingdom             ,8.1,
Love and Death on Long Island ,7.1,1997.0
Night Watch ,6.5,2004.0
The Crying Game ,7.3,1992.0
Porky's ,6.2,1981.0
Survival of the Dead ,5.0,2009.0
Night of the Living Dead ,8.0,1968.0
Lost in Translation ,7.8,2003.0
Annie Hall ,8.1,1977.0
The Greatest Show on Earth ,6.7,1952.0
Exodus: Gods and Kings ,6.1,2014.0
Monster's Ball ,7.1,2001.0
Maggie ,5.6,2015.0
Leaving Las Vegas ,7.6,1995.0
Hansel & Gretel Get Baked ,4.3,2013.0
The Return of the Living Dead ,7.3,1985.0
The Front Page ,7.3,1974.0
The Boy Next Door ,4.6,2015.0
Trapeze ,6.8,1956.0
Saving Grace             ,7.5,
The Kids Are All Right ,7.1,2010.0
They Live ,7.3,1988.0
The Great Escape ,8.3,1963.0
What the #$*! Do We (K)now!? ,5.4,2004.0
The Last Exorcism Part II ,4.0,2013.0
Boyhood ,8.0,2014.0
Scoop ,6.7,2006.0
Planet of the Apes ,5.7,2001.0
The Wash ,4.6,2001.0
3 Strikes ,4.0,2000.0
The Cooler ,7.0,2003.0
The Misfits ,7.4,1961.0
The Night Listener ,5.9,2006.0
The Jerky Boys ,4.6,1995.0
My Soul to Take ,4.8,2010.0
The Orphanage ,7.5,2007.0
A Haunted House 2 ,4.7,2014.0
The Rules of Attraction ,6.7,2002.0
Topaz ,6.3,1969.0
Let's Go to Prison ,6.0,2006.0
Four Rooms ,6.7,1995.0
Secretary ,7.1,2002.0
The Real Cancun ,2.7,2003.0
Talk Radio ,7.3,1988.0
Waiting for Guffman ,7.6,1996.0
Love Stinks ,5.8,1999.0
You Kill Me ,6.5,2007.0
Thumbsucker ,6.6,2005.0
Red State ,6.2,2011.0
Mirrormask ,6.9,2005.0
Samsara ,8.5,2011.0
The Barbarians ,4.8,1987.0
The Art of Getting By ,6.6,2011.0
Zipper ,5.7,2015.0
Poolhall Junkies ,7.0,2002.0
The Loss of Sexual Innocence ,5.4,1999.0
Holy Motors ,7.1,2012.0
Joe ,6.9,2013.0
Shooting Fish ,6.6,1997.0
Prison ,5.9,1987.0
Psycho Beach Party ,6.3,2000.0
The Big Tease ,6.3,1999.0
"Buen Día, Ramón ",7.7,2013.0
Trust ,7.0,2010.0
An Everlasting Piece ,6.3,2000.0
Among Giants ,5.9,1998.0
Adore ,6.2,2013.0
The Velocity of Gary ,5.0,1998.0
Mondays in the Sun ,7.7,2002.0
Stake Land ,6.5,2010.0
Sonny with a Chance             ,6.1,
The Last Time I Committed Suicide ,5.8,1997.0
Futuro Beach ,6.1,2014.0
Another Happy Day ,6.0,2011.0
A Lonely Place to Die ,6.3,2011.0
Nothing ,6.3,2003.0
The Geographer Drank His Globe Away ,7.5,2013.0
1776 ,7.6,1972.0
Inescapable ,5.2,2012.0
Hell's Angels ,7.8,1930.0
Purple Violets ,6.6,2007.0
The Veil ,4.7,2016.0
The Loved Ones ,6.7,2009.0
No Vacancy ,4.2,2012.0
How to Fall in Love ,6.3,2012.0
The Perfect Wave ,4.7,2014.0
Ben-Hur ,6.0,2016.0
A Man for All Seasons ,7.9,1966.0
Network ,8.1,1976.0
Gone with the Wind ,8.2,1939.0
Desert Dancer ,6.0,2014.0
Major Dundee ,6.8,1965.0
Down for Life ,7.3,2009.0
Annie Get Your Gun ,7.0,1950.0
Four Lions ,7.3,2010.0
House of Sand ,7.5,2005.0
Defendor ,6.8,2009.0
The Pirate ,7.1,1948.0
The Good Heart ,6.9,2009.0
The History Boys ,6.9,2006.0
Unknown ,6.9,2011.0
M*A*S*H             ,8.4,
Midnight Cowboy ,7.9,1969.0
The Full Monty ,7.2,1997.0
Airplane! ,7.8,1980.0
Chain of Command ,3.5,2015.0
Friday ,7.3,1995.0
Menace II Society ,7.5,1993.0
Empire             ,7.8,
Creepshow 2 ,6.0,1987.0
The Ballad of Cable Hogue ,7.3,1970.0
In Cold Blood ,8.0,1967.0
The Nun's Story ,7.6,1959.0
Harper ,7.0,1966.0
Frenzy ,7.5,1972.0
The Witch ,6.8,2015.0
I Got the Hook Up ,3.9,1998.0
She's the One ,6.1,1996.0
Gods and Monsters ,7.5,1998.0
The Secret in Their Eyes ,8.2,2009.0
Day of the Dead ,7.2,1985.0
Train ,4.8,2008.0
Evil Dead II ,7.8,1987.0
Pootie Tang ,5.2,2001.0
Sharknado ,3.3,2013.0
La otra conquista ,6.8,1998.0
Trollhunter ,7.0,2010.0
Ira & Abby ,6.5,2006.0
The Watch ,5.7,2012.0
Winter Passing ,6.4,2005.0
D.E.B.S. ,5.3,2004.0
The Masked Saint ,4.7,2016.0
The Betrayed ,6.1,2008.0
Taxman ,5.5,1998.0
The Secret             ,7.3,
2:13 ,4.8,2009.0
"Batman: The Dark Knight Returns, Part 2 ",8.4,2013.0
Time to Choose ,7.0,2015.0
In the Name of the King: The Last Job ,3.3,2014.0
Wicked Blood ,5.4,2014.0
Dawn Patrol ,4.8,2014.0
Lords of London ,3.1,2014.0
High Anxiety ,6.7,1977.0
March of the Penguins ,7.6,2005.0
Margin Call ,7.1,2011.0
August ,6.1,2011.0
Choke ,6.5,2008.0
Whiplash ,8.5,2014.0
City of God ,8.7,2002.0
Human Traffic ,7.1,1999.0
Day One ,6.6,2012.0
The Dead Girl ,6.7,2006.0
The Hunt ,8.3,2012.0
A Christmas Story ,8.1,1983.0
Bella ,7.4,2006.0
Class of 1984 ,6.6,1982.0
The Opposite Sex ,4.5,2014.0
Dreaming of Joseph Lees ,6.4,1999.0
The Class ,7.5,2008.0
Rosemary's Baby ,8.0,1968.0
The Man Who Shot Liberty Valance ,8.1,1962.0
Adam ,7.2,2009.0
Maria Full of Grace ,7.5,2004.0
Beginners ,7.2,2010.0
Feast ,6.4,2005.0
Animal House ,7.6,1978.0
Goldfinger ,7.8,1964.0
Antiviral ,5.7,2012.0
It's a Wonderful Life ,8.6,1946.0
Trainspotting ,8.2,1996.0
The Original Kings of Comedy ,6.6,2000.0
Paranormal Activity 2 ,5.7,2010.0
Waking Ned Devine ,7.4,1998.0
Bowling for Columbine ,8.0,2002.0
Coming Home ,7.3,2014.0
A Nightmare on Elm Street 2: Freddy's Revenge ,5.4,1985.0
A Room with a View ,7.4,1985.0
The Purge ,5.7,2013.0
Sinister ,6.8,2012.0
Martin Lawrence Live: Runteldat ,5.4,2002.0
Cat on a Hot Tin Roof ,8.1,1958.0
Beneath the Planet of the Apes ,6.1,1970.0
Air Bud ,5.1,1997.0
Pokémon 3: The Movie ,5.6,2000.0
Jason Lives: Friday the 13th Part VI ,5.9,1986.0
The Bridge on the River Kwai ,8.2,1957.0
Spaced Invaders ,5.3,1990.0
Family Plot ,6.8,1976.0
The Apartment ,8.3,1960.0
Jason Goes to Hell: The Final Friday ,4.3,1993.0
Torn Curtain ,6.7,1966.0
Dave Chappelle's Block Party ,7.2,2005.0
Slow West ,6.9,2015.0
Krush Groove ,6.6,1985.0
Next Day Air ,5.9,2009.0
Elmer Gantry ,7.9,1960.0
Judgment at Nuremberg ,8.3,1961.0
Trippin' ,5.2,1999.0
Robot Chicken             ,7.8,
Red River ,7.8,1948.0
Phat Girlz ,3.0,2006.0
Before Midnight ,7.9,2013.0
Teen Wolf Too ,3.2,1987.0
Phantasm II ,6.5,1988.0
Woman Thou Art Loosed ,6.9,2004.0
Real Women Have Curves ,7.0,2002.0
Deadline Gallipoli             ,7.4,
Water ,7.8,2005.0
East Is East ,6.9,1999.0
Whipped ,4.4,2000.0
Kama Sutra: A Tale of Love ,6.0,1996.0
Please Give ,6.6,2010.0
Willy Wonka & the Chocolate Factory ,7.8,1971.0
Warlock: The Armageddon ,5.3,1993.0
8 Heads in a Duffel Bag ,5.3,1997.0
Days of Heaven ,8.0,1978.0
Thirteen Conversations About One Thing ,7.1,2001.0
Jawbreaker ,5.4,1999.0
Basquiat ,6.9,1996.0
Frances Ha ,7.4,2012.0
Tsotsi ,7.3,2005.0
Happiness ,7.8,1998.0
DysFunktional Family ,6.6,2003.0
Tusk ,5.4,2014.0
Oldboy ,8.4,2003.0
Letters to God ,6.3,2010.0
Hobo with a Shotgun ,6.1,2011.0
Compadres ,5.0,2016.0
Freeway ,6.9,1996.0
Love's Abiding Joy ,7.2,2006.0
Fish Tank ,7.3,2009.0
Damsels in Distress ,5.7,2011.0
Creature             ,5.0,
Bachelorette ,5.3,2012.0
BrainDead             ,7.9,
Brave New Girl ,5.0,2004.0
Tim and Eric's Billion Dollar Movie ,5.3,2012.0
The Gambler ,6.0,2014.0
The Grand             ,7.6,
Summer Storm ,7.4,2004.0
Fort McCoy ,5.9,2011.0
Chain Letter ,4.1,2009.0
Just Looking ,6.7,1999.0
The Divide ,5.8,2011.0
The Eclipse ,6.2,2009.0
Demonic ,5.3,2015.0
My Big Fat Independent Movie ,3.3,2005.0
Alice in Wonderland ,6.5,2010.0
The Deported ,6.2,2009.0
Tanner Hall ,5.9,2009.0
Open Road ,5.5,2013.0
They Came Together ,5.5,2014.0
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo ,2.6,2013.0
Never Back Down 2: The Beatdown ,5.8,2011.0
Point Blank ,7.4,1967.0
Four Single Fathers ,5.1,2009.0
Enter the Dangerous Mind ,5.2,2013.0
Something Wicked ,4.8,2014.0
AWOL-72 ,3.9,2015.0
Iguana ,6.2,1988.0
Cinderella ,7.0,2015.0
Chicago Overcoat ,6.2,2009.0
Barry Munday ,5.9,2010.0
Central Station ,8.0,1998.0
Pocketful of Miracles ,7.3,1961.0
Close Range ,4.9,2015.0
Boynton Beach Club ,6.5,2005.0
Amnesiac ,4.3,2014.0
Freakonomics ,6.4,2010.0
The Omen ,7.6,1976.0
High Tension ,6.8,2003.0
Griff the Invisible ,6.1,2010.0
Unnatural ,4.0,2015.0
Hustle & Flow ,7.4,2005.0
Some Like It Hot ,8.3,1959.0
Friday the 13th Part VII: The New Blood ,5.3,1988.0
The Wizard of Oz ,8.1,1939.0
Young Frankenstein ,8.0,1974.0
Diary of the Dead ,5.7,2007.0
Lage Raho Munna Bhai ,8.2,2006.0
Ulee's Gold ,7.1,1997.0
The Black Stallion ,7.4,1979.0
Sardaar Ji ,6.6,2015.0
Journey to Saturn ,5.7,2008.0
Donovan's Reef ,6.9,1963.0
The Dress ,7.0,1996.0
A Guy Named Joe ,7.0,1943.0
Blazing Saddles ,7.8,1974.0
Friday the 13th: The Final Chapter ,5.9,1984.0
Ida ,7.4,2013.0
Maurice ,7.8,1987.0
Beer League ,6.0,2006.0
The Astronaut's Wife ,5.3,1999.0
Riding Giants ,7.9,2004.0
Timecrimes ,7.2,2007.0
Silver Medallist ,7.4,2009.0
Timber Falls ,5.3,2007.0
Singin' in the Rain ,8.3,1952.0
"Fat, Sick & Nearly Dead ",7.6,2010.0
A Haunted House ,5.1,2013.0
2016: Obama's America ,5.1,2012.0
Halloween II ,4.9,2009.0
That Thing You Do! ,6.9,1996.0
Halloween III: Season of the Witch ,4.6,1982.0
Escape from the Planet of the Apes ,6.3,1971.0
Hud ,7.9,1963.0
Kevin Hart: Let Me Explain ,6.7,2013.0
My Own Private Idaho ,7.1,1991.0
Garden State ,7.6,2004.0
Before Sunrise ,8.1,1995.0
Sur le seuil ,6.6,2003.0
Jesus' Son ,7.0,1999.0
Saving Face ,7.6,2004.0
Brick Lane ,6.7,2007.0
Robot & Frank ,7.1,2012.0
My Life Without Me ,7.6,2003.0
The Spectacular Now ,7.1,2013.0
Marilyn Hotchkiss' Ballroom Dancing and Charm School ,7.1,1990.0
Religulous ,7.7,2008.0
Fuel ,7.6,2008.0
Valley of the Heart's Delight ,6.6,2006.0
Dodgeball: A True Underdog Story ,6.7,2004.0
Eye of the Dolphin ,5.7,2006.0
8: The Mormon Proposition ,7.1,2010.0
The Other End of the Line ,6.2,2008.0
Anatomy ,6.1,2000.0
Sleep Dealer ,5.9,2008.0
Super ,6.8,2010.0
Christmas Mail ,5.8,2010.0
Stung ,5.0,2015.0
Antibirth ,6.3,2016.0
Get on the Bus ,6.8,1996.0
Thr3e ,5.1,2006.0
Idiocracy ,6.6,2006.0
The Rise of the Krays ,5.0,2015.0
This Is England ,7.7,2006.0
Alien Uprising ,3.1,2012.0
Bathing Beauty ,6.5,1944.0
Go for It! ,3.9,2011.0
"Dancer, Texas Pop. 81 ",6.8,1998.0
Show Boat ,7.0,1951.0
Redemption Road ,5.9,2010.0
The Calling ,5.8,2014.0
The Brave Little Toaster ,7.3,1987.0
Fantasia ,7.8,1940.0
The French Connection ,7.8,1971.0
8 Days ,6.9,2014.0
Friday the 13th Part III ,5.7,1982.0
Friday the 13th: A New Beginning ,4.7,1985.0
The Last Sin Eater ,5.9,2007.0
Do You Believe? ,5.9,2015.0
Impact Point ,4.3,2008.0
The Valley of Decision ,7.5,1945.0
Eden ,4.8,2015.0
Chicken Tikka Masala ,5.8,2005.0
Always Woodstock ,5.3,2014.0
Jack Brooks: Monster Slayer ,6.0,2007.0
The Best Years of Our Lives ,8.1,1946.0
Bully ,7.0,2001.0
Elling ,7.6,2001.0
Mi America ,7.2,2015.0
[Rec] ,7.5,2007.0
Lies in Plain Sight ,6.3,2010.0
Sharkskin ,6.7,2015.0
Containment ,4.8,2015.0
The Timber ,5.5,2015.0
From Russia with Love ,7.5,1963.0
The Toxic Avenger Part II ,5.1,1989.0
In the Heat of the Night             ,7.4,
Sleeper ,7.3,1973.0
It Follows ,6.9,2014.0
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask ,6.8,1972.0
To Kill a Mockingbird ,8.4,1962.0
Mad Max 2: The Road Warrior ,7.6,1981.0
The Legend of Drunken Master ,7.6,1994.0
Lolita ,7.7,1962.0
Boys Don't Cry ,7.6,1999.0
Silent House ,5.3,2011.0
The Lives of Others ,8.5,2006.0
Courageous ,7.0,2011.0
The Hustler ,8.0,1961.0
Boom Town ,7.1,1940.0
The Triplets of Belleville ,7.8,2003.0
Smoke Signals ,7.2,1998.0
American Splendor ,7.5,2003.0
Before Sunset ,8.0,2004.0
Amores Perros ,8.1,2000.0
Thirteen ,6.8,2003.0
Gentleman's Agreement ,7.4,1947.0
Winter's Bone ,7.2,2010.0
Touching the Void ,8.1,2003.0
Alexander's Ragtime Band ,7.0,1938.0
Me and You and Everyone We Know ,7.4,2005.0
Inside Job ,8.3,2010.0
We Are Your Friends ,6.1,2015.0
Ghost Dog: The Way of the Samurai ,7.5,1999.0
Harsh Times ,7.0,2005.0
Captive ,5.3,2015.0
Full Frontal ,4.7,2002.0
Witchboard ,5.7,1986.0
Strangers with Candy             ,8.1,
Hamlet ,7.8,1996.0
Shortbus ,6.5,2006.0
Waltz with Bashir ,8.0,2008.0
"The Book of Mormon Movie, Volume 1: The Journey ",3.3,2003.0
No End in Sight ,8.3,2007.0
The Diary of a Teenage Girl ,6.9,2015.0
Get Real             ,7.3,
In the Shadow of the Moon ,8.1,2007.0
Meek's Cutoff ,6.5,2010.0
Inside Deep Throat ,6.8,2005.0
Dinner Rush ,7.3,2000.0
Clockwatchers ,6.4,1997.0
The Virginity Hit ,4.6,2010.0
Subway ,6.5,1985.0
House of D ,7.0,2004.0
Teeth ,5.4,2007.0
Six-String Samurai ,6.7,1998.0
Hum To Mohabbat Karega ,2.8,2000.0
It's All Gone Pete Tong ,7.4,2004.0
Saint John of Las Vegas ,5.8,2009.0
24 7: Twenty Four Seven ,7.1,1997.0
Stonewall ,4.5,2015.0
Eureka             ,7.9,
Roadside Romeo ,5.3,2008.0
This Thing of Ours ,5.4,2003.0
The Lost Medallion: The Adventures of Billy Stone ,4.8,2013.0
The Last Five Years ,5.9,2014.0
The Missing Person ,6.2,2009.0
Return of the Living Dead III ,5.9,1993.0
London ,6.6,2005.0
Sherrybaby ,6.6,2006.0
Stealing Harvard ,5.1,2002.0
Circle ,6.0,2015.0
Eden Lake ,6.8,2008.0
Plush ,5.4,2013.0
Vampire Killers ,5.2,2009.0
Gangster's Paradise: Jerusalema ,7.8,2008.0
Freeze Frame ,6.4,2004.0
Grave Encounters ,6.1,2011.0
Stitches ,5.7,2012.0
Nine Dead ,5.5,2010.0
"To Be Frank, Sinatra at 100 ",7.4,2015.0
Bananas ,7.1,1971.0
Supercapitalist ,3.9,2012.0
Rockaway ,4.6,2007.0
Wings             ,7.3,
The Lady from Shanghai ,7.7,1947.0
No Man's Land: The Rise of Reeker ,4.9,2008.0
Highway ,6.3,2002.0
Small Apartments ,6.1,2012.0
Coffee Town ,6.6,2013.0
The Ghastly Love of Johnny X ,5.7,2012.0
All Is Bright ,5.6,2013.0
The Torture Chamber of Dr. Sadism ,6.0,1967.0
Straight A's ,5.7,2013.0
A Funny Thing Happened on the Way to the Forum ,7.0,1966.0
Slacker Uprising ,5.3,2007.0
The Legend of Hell's Gate: An American Conspiracy ,4.4,2011.0
The Walking Deceased ,3.4,2015.0
The Curse of Downers Grove ,4.5,2015.0
Shark Lake ,3.4,2015.0
River's Edge ,7.1,1986.0
Northfork ,6.4,2003.0
The Marine 4: Moving Target ,5.2,2015.0
Buried ,7.0,2010.0
Submarine ,7.3,2010.0
The Square ,8.1,2013.0
One to Another ,5.8,2006.0
Carrie ,5.9,2013.0
ABCD (Any Body Can Dance) ,6.4,2013.0
A Nightmare on Elm Street ,7.5,1984.0
Man on Wire ,7.8,2008.0
Abandoned ,6.3,2015.0
Brotherly Love ,7.2,2015.0
The Last Exorcism ,5.6,2010.0
Nowhere Boy ,7.2,2009.0
A Streetcar Named Desire ,8.0,1951.0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,8.5,1964.0
El crimen del padre Amaro ,6.8,2002.0
Beasts of the Southern Wild ,7.3,2012.0
Battle for the Planet of the Apes ,5.5,1973.0
Songcatcher ,7.3,2000.0
Higher Ground ,6.3,2011.0
Vaalu ,5.1,2015.0
The Greatest Movie Ever Sold ,6.6,2011.0
Ed and His Dead Mother ,6.1,1993.0
Travelers and Magicians ,7.5,2003.0
Hang 'Em High ,7.0,1968.0
Deadline - U.S.A. ,7.2,1952.0
Sublime ,5.3,2007.0
A Beginner's Guide to Snuff ,8.7,2016.0
Independence Daysaster ,3.4,2013.0
Dysfunctional Friends ,5.4,2012.0
Run Lola Run ,7.8,1998.0
May ,6.7,2002.0
Against the Wild ,4.7,2013.0
Living Dark: The Story of Ted the Caver ,6.3,2013.0
Under the Same Moon ,7.4,2007.0
Conquest of the Planet of the Apes ,6.1,1972.0
In the Bedroom ,7.5,2001.0
I Spit on Your Grave ,6.3,2010.0
"Happy, Texas ",6.3,1999.0
My Summer of Love ,6.8,2004.0
The Lunchbox ,7.8,2013.0
Yes ,6.9,2004.0
You Can't Take It with You ,8.0,1938.0
From Here to Eternity ,7.8,1953.0
She Wore a Yellow Ribbon ,7.4,1949.0
Grace Unplugged ,6.1,2013.0
Foolish ,4.3,1999.0
N-Secure ,3.5,2010.0
Caramel ,7.2,2007.0
Out of the Dark ,4.7,2014.0
The Bubble ,7.3,2006.0
The Conversation ,7.9,1974.0
Dil Jo Bhi Kahey... ,5.1,2005.0
Mississippi Mermaid ,7.2,1969.0
I Love Your Work ,5.4,2003.0
Cabin Fever ,3.7,2016.0
Dawn of the Dead ,7.4,2004.0
Waitress ,7.1,2007.0
Bloodsport ,6.8,1988.0
Mr. Smith Goes to Washington ,8.2,1939.0
Kids ,7.0,1995.0
The Squid and the Whale ,7.4,2005.0
Kissing Jessica Stein ,6.7,2001.0
"A Woman, a Gun and a Noodle Shop ",5.7,2009.0
Kickboxer: Vengeance ,9.1,2016.0
Spellbound ,7.6,1945.0
Exotica ,7.2,1994.0
Buffalo '66 ,7.5,1998.0
Insidious ,6.8,2010.0
Repo Man ,6.9,1984.0
Nine Queens ,7.9,2000.0
The Gatekeepers ,7.6,2012.0
The Ballad of Jack and Rose ,6.7,2005.0
The To Do List ,5.8,2013.0
Killing Zoe ,6.5,1993.0
The Believer ,7.2,2001.0
Snow Angels ,6.9,2007.0
Unsullied ,5.5,2014.0
Session 9 ,6.5,2001.0
I Want Someone to Eat Cheese With ,6.2,2006.0
Mooz-Lum ,6.7,2010.0
Hatchet ,5.7,2006.0
Modern Times ,8.6,1936.0
Stolen Summer ,6.5,2002.0
My Name Is Bruce ,6.3,2007.0
The Salon ,4.3,2005.0
Road Hard ,6.1,2015.0
Forty Shades of Blue ,6.0,2005.0
Amigo ,5.8,2010.0
Pontypool ,6.7,2008.0
Trucker ,6.7,2008.0
Me You and Five Bucks ,7.6,2015.0
The Lords of Salem ,5.1,2012.0
Housebound ,6.8,2014.0
Wal-Mart: The High Cost of Low Price ,6.8,2005.0
Fetching Cody ,6.8,2005.0
Once Upon a Time in Queens ,6.3,2013.0
Closer to the Moon ,7.1,2014.0
Mutant World ,2.8,2014.0
Growing Up Smith ,8.2,2015.0
Checkmate ,3.1,2015.0
Jack Reacher ,7.0,2012.0
#Horror ,3.3,2015.0
Wind Walkers ,3.6,2015.0
Snow White and the Seven Dwarfs ,7.7,1937.0
The Holy Girl ,6.7,2004.0
Shalako ,5.5,1968.0
Incident at Loch Ness ,6.6,2004.0
The Dog Lover ,4.8,2016.0
Girl House ,5.5,2014.0
The Blue Room ,6.3,2014.0
House at the End of the Drive ,6.9,2014.0
Batman: The Movie ,6.5,1966.0
"Lock, Stock and Two Smoking Barrels ",8.2,1998.0
The Ballad of Gregorio Cortez ,7.1,1982.0
The Streets of San Francisco             ,7.3,
The Celebration ,8.1,1998.0
Trees Lounge ,7.2,1996.0
Journey from the Fall ,7.4,2006.0
The Basket ,6.5,1999.0
Eddie: The Sleepwalking Cannibal ,5.7,2012.0
Mercury Rising ,6.1,1998.0
Space: Above and Beyond             ,7.7,
Queen of the Mountains ,8.7,2014.0
Def-Con 4 ,4.3,1985.0
The Hebrew Hammer ,6.2,2003.0
Neal 'N' Nikki ,3.3,2005.0
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It ,2.7,2010.0
Forget Me Not ,5.2,2009.0
Rebecca ,8.2,1940.0
Friday the 13th Part 2 ,6.1,1981.0
The Lost Weekend ,8.0,1945.0
C.H.U.D. ,5.5,1984.0
Filly Brown ,5.7,2012.0
The Lion of Judah ,3.7,2011.0
Niagara ,7.1,1953.0
How Green Was My Valley ,7.8,1941.0
The Girlfriend Experience             ,7.3,
Da Sweet Blood of Jesus ,4.1,2014.0
"Sex, Lies, and Videotape ",7.2,1989.0
Saw ,7.7,2004.0
Super Troopers ,7.1,2001.0
The Algerian ,7.6,2014.0
The Amazing Catfish ,7.0,2013.0
The Day the Earth Stood Still ,5.5,2008.0
Monsoon Wedding ,7.4,2001.0
You Can Count on Me ,7.7,2000.0
The Trouble with Harry ,7.2,1955.0
Lucky Number Slevin ,7.8,2006.0
But I'm a Cheerleader ,6.6,1999.0
Home Run ,6.0,2013.0
Reservoir Dogs ,8.4,1992.0
The Blue Bird ,6.5,1940.0
"The Good, the Bad and the Ugly ",8.9,1966.0
The Second Mother ,7.9,2015.0
Blue Like Jazz ,6.0,2012.0
Down and Out with the Dolls ,6.1,2001.0
"Pink Ribbons, Inc. ",7.4,2011.0
Certifiably Jonathan ,6.2,2007.0
Q ,5.6,2011.0
The Knife of Don Juan ,7.2,2013.0
Grand Theft Parsons ,6.1,2003.0
Extreme Movie ,3.8,2008.0
The Charge of the Light Brigade ,7.1,1936.0
Below Zero ,4.5,2011.0
Crowsnest ,3.8,2012.0
Airborne ,6.2,1993.0
Cotton Comes to Harlem ,6.6,1970.0
The Wicked Within ,4.6,2015.0
Bleeding Hearts ,4.2,2015.0
Waiting... ,6.8,2005.0
Dead Man's Shoes ,7.7,2004.0
Wolf Creek             ,7.1,
From a Whisper to a Scream ,5.9,1987.0
Sex with Strangers ,4.7,2002.0
Dracula: Pages from a Virgin's Diary ,7.0,2002.0
Faith Like Potatoes ,6.9,2006.0
Beyond the Black Rainbow ,6.1,2010.0
The Raid: Redemption ,7.6,2011.0
The Dead Undead ,3.0,2010.0
The Vatican Exorcisms ,2.6,2013.0
Casablanca ,8.6,1942.0
Lake Mungo ,6.1,2008.0
Rocket Singh: Salesman of the Year ,7.5,2009.0
Silent Running ,6.7,1972.0
Rocky ,8.1,1976.0
The Sleepwalker ,4.9,2014.0
